index,title,content,url
0,Delirium,"Delirium is a type of confusion that happens when the combined strain of illnesses, environmental circumstances or other risk factors disrupts your brain function. It’s more common in adults over 65. This condition is serious and can cause long-term or permanent problems, especially with delays in treatment. However, it’s also often preventable.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Delirium,"Overview What is delirium? Delirium is a fast-developing type of confusion that affects your ability to focus your attention and awareness. It happens when there’s widespread disruption in brain activity, usually because of a combination of factors. Delirium is more common in medical settings, such as during long hospital stays or in long-term care facilities.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Delirium,"People with delirium often act very differently than they do under ordinary circumstances. A common statement or feeling among people who see a loved one with delirium is, “That’s not the person I know.”",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Delirium,"In years past, experts thought delirium was a relatively harmless and minor concern. Today, they know it’s a serious problem that should be recognized and prevented whenever possible.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Delirium,"How common is delirium? Research indicates that delirium affects between 18% and 35% of people admitted to a hospital for inpatient care. Up to 60% of people in an intensive care unit may experience delirium. However, researchers suspect delirium is more common than statistics indicate. The available research suggests that between 1 in 3 and 2 in 3 delirium cases go undiagnosed.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Delirium,"While delirium is more common in older adults, especially those over 65, it can happen to anyone. That means children, teenagers and young adults can all develop it under the right circumstances.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Delirium,"Is delirium the same as dementia? Delirium and dementia aren’t the same thing. Delirium involves “waxing and waning” symptoms, meaning they get better and worse. Dementia refers to a steady decline in thinking ability.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Delirium,"However, it’s easy to think they’re the same because they have so many similarities. They can also overlap and happen at the same time, and having dementia increases your risk of developing delirium. Delirium can also accelerate your development of dementia or make existing dementia worse.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Delirium,"Both delirium and dementia involve confusion, but there are some important differences:",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Delirium,"Delirium	Dementia How rapidly does it appear?	Fast. It appears over hours or days.	Slowly. It can take years before it’s serious enough to notice. What happens over time?	It can come and go, getting better or worse from hour to hour.	It gets slowly and progressively worse. Is it preventable?	Yes, in up to one-third of cases.	No. Is it treatable?	Yes, especially with treatable causes.	No, but some symptoms are treatable. Can it get better?	Yes, but recovery is less likely or will take longer without treatment.	No. Dementia is permanent. What are some other terms for delirium? One of the biggest reasons why delirium often goes unrecognized is because there’s a history of describing it using different terms or names. Today, healthcare providers use this term very specifically.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Delirium,Other terms or phrases people use (or previously used) to describe delirium can include:,https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Delirium,"Sundowning. Pleasantly confused. Intensive care unit (ICU) or post-surgery psychosis. Altered mental status (this term is useful in other contexts but isn’t preferred for delirium). Encephalopathy. Symptoms and Causes What are the symptoms of delirium? Delirium indicates a widespread disruption in brain activity. That means there are many possible symptoms of delirium. It’s also important to remember the symptoms may look different from one person to the next. It can also fluctuate. Delirium can often get better during the day and worse as nighttime approaches, which is why this condition sometimes gets the incorrect name of “sundowning.”",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Delirium,The main symptom of delirium is confusion. That means you have trouble with:,https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Delirium,"Focusing or shifting your attention when necessary. Thinking and concentrating. Remembering facts, events, people, etc. Staying aware of your surroundings. Answering correctly when asked what time it is, the date and where you are. Trouble speaking clearly, answering questions or understanding what others are saying. Trouble processing what you see, including identifying objects or where you are. Feeling more emotional, scared or angry. Symptom patterns of delirium tend to fall into one of three categories:",https://www.nia.nih.gov/health/alzheimers-and-dementia
